T,TM,Tm,H,PP,VV,V,VM,PM 2.5
-0.4,1,-2,86,2.29,5.3,17.2,25.9,92.0
2.4,8,-2.5,64,0,9.8,24.3,33.5,106.0
3.3,8,0,72,0,10,15.6,25.9,74.0
10.2,16.1,5.3,63,0,7.7,11.5,20.6,75.0
8.9,14,4.9,61,0,8,11.3,18.3,116.0
8.3,13.2,5.5,85,0.51,7.7,18.3,27.8,87.0
7.7,11,4.7,74,0.51,10.9,15,25.9,51.0
7.7,11,4.8,74,0.25,9.8,14.1,20.6,51.0
10.9,16.1,7,64,1.78,10.1,17.4,27.8,55.0
11.4,14.4,7.7,76,0.76,10.8,19.3,31.7,57.0
15.9,21.7,10.8,58,0,13.4,15.9,24.1,58.0
16.2,23,10.6,58,0.51,10.9,15.4,29.4,59.0
12.5,18.1,10.8,84,0,8.4,10.7,18.3,65.0
13.2,18.8,9,72,5.59,7.1,10.9,18.3,88.0
12.5,17,8,75,0,10.9,11.9,22.2,68.0
13.6,17.4,9,69,0,10.8,14.4,20.6,66.0
13.8,19.7,10,65,0,10.8,18.9,27.8,55.0
11.5,16,7,56,0.76,12.2,13.7,25.9,48.0
13.6,19.2,7.8,51,0,13.4,24.1,42.4,42.0
9.2,14.3,4.7,64,6.1,8.9,13.7,18.3,38.0
11.2,17.1,4.7,61,0,11.6,18.7,31.7,48.0
11.4,17,5.8,63,0.25,11.4,14.6,22.2,60.0
16.6,25.1,11.3,69,0,9,14.3,20.6,67.0
11.1,14.5,9,80,9.14,10.3,14.3,25.9,59.0
11.7,13.3,9.7,85,1.02,7.1,20.7,35.2,43.0
13.7,19,10.7,84,3.3,5,16.3,24.1,57.0
12.3,18.9,5.9,67,0,9.3,17,24.1,67.0
14.9,22.5,7,65,0,5.6,15.2,22.2,71.0
17.4,23.9,11.5,66,0,10.5,9.4,14.8,88.0
18.4,25.6,12.6,74,1.52,7.7,11.9,33.5,88.0
23.1,28.3,18.8,59,0,11.3,8.9,16.5,69.0
20.7,25,17.5,71,7.87,10.8,12.6,20.6,64.0
18,23.7,16,84,0,9.8,9.3,18.3,56.0
19.3,25,15,70,1.78,9.8,8.7,13,48.0
20.2,25.3,13.9,67,0,10.5,12.6,18.3,57.0
21.1,25.5,16.9,69,12.19,7.9,9.6,14.8,94.0
19.2,25,15,84,0,6.3,10.6,18.3,50.0
18.2,23,14.4,87,0.25,4.3,12.8,18.3,66.0
14.3,18.7,9.8,74,2.79,10,11.3,18.3,64.0
16.6,21.6,11,71,0,10.3,13.5,24.1,43.0
18.6,24,13.8,67,0.25,10.3,9.3,18.3,59.0
19.6,24,16.2,74,0.25,10.9,10,14.8,42.0
21.9,28.2,14.7,66,0,9,8.9,13,48.0
16.9,27.2,10,63,0,9.7,18.7,29.4,55.0
18.4,24,11.7,64,0,11.4,15.6,24.1,57.0
24.2,30.2,19.9,60,0,11.6,10,33.5,60.0
21.4,27.4,14.7,54,0,15,16.9,29.4,73.0
21.8,28.3,16,61,0,10.8,13.7,27.8,62.0
24.2,31.2,17,46,0,11.3,10.7,14.8,78.0
20.8,27.2,17,69,0.51,10.3,10.7,18.3,58.0
20.3,25.6,16,68,6.35,7.6,10.6,16.5,56.0
27.3,36.9,20,49,0,10.5,11.5,37,84.0
24,28,18,54,0,12.9,13.5,22.2,41.0
28.1,37,21,41,0,17.5,13.3,31.7,56.0
22.3,31.1,17.8,55,0,10.8,16.7,31.7,67.0
17.6,25.3,15,76,0,10.8,16.1,33.5,47.0
19.5,28.2,16.9,74,6.35,10.1,18.1,31.7,42.0
19.9,26,16,67,0,12.1,13.5,22.2,34.0
20.1,25.2,16.7,66,0,11.1,9.1,16.5,29.0
21.5,28.7,14.6,59,0,12.1,10.7,18.3,53.0
21.6,27.1,19,72,0,10.9,9.6,20.6,58.0
21.9,26.9,18,68,0,11.1,7.6,14.8,46.0
15.6,20.5,12,57,0.76,11.1,16.5,31.7,45.0
17.3,23.1,8.4,48,0,15,17.4,35.2,33.0
19,23.5,14,66,0,10.9,18,25.9,48.0
17.3,21.8,14,61,0,10.9,12,18.3,59.0
18.2,24.2,12.8,63,0,11.7,14.4,25.9,65.0
16.3,21,13,60,0,9.8,12.8,24.1,59.0
16.7,23.4,10,55,0.51,12.1,8,16.5,49.0
15.9,22.5,14,83,0.25,6.4,13.9,20.6,64.0
15.6,22,9.9,64,0.76,10.6,10.7,24.1,68.0
15.3,23,10,65,0,15,6.9,9.4,52.0
20.7,25.6,17.4,63,0,10.6,16.9,29.4,62.0
20.6,25.1,15.1,61,0,14.8,18.7,29.4,59.0
16.8,23.3,13,58,1.52,10.9,25.6,37,58.0
10.3,14.4,8.6,76,1.02,11.1,16.5,37,56.0
10.3,15.4,5.4,59,0.76,11.6,18.1,27.8,44.0
14,20,8,64,0,11.6,15.2,29.4,50.0
13.5,17.7,9.7,85,5.08,8.2,5.2,11.1,65.0
14.8,23,8.5,80,0,3.1,6.5,18.3,66.0
16.8,23.7,10.7,74,0,10.1,10.6,18.3,57.0
16.5,25,8.9,62,0,5.6,12.8,27.8,65.0
15.3,22.5,8,66,0,10.5,7.4,14.8,60.0
13.3,21.3,7,74,0,6.1,5.9,13,77.0
11.6,19,5.8,80,0,5.3,7.2,16.5,92.0
9.1,15.7,3.7,85,0,3.9,9.8,22.2,94.0
11.1,14.5,9,82,0,10.3,13.1,22.2,60.0
11.6,16,9,82,0,8.5,5.4,11.1,72.0
7.2,13.4,1,90,5.59,8.5,10.6,22.2,67.0
9.2,15.2,2.3,74,0,12.7,9.4,18.3,56.0
9.2,11.4,7.6,86,2.29,10.1,9.8,25.9,70.0
9.4,13,6.9,84,7.11,9.7,12.4,20.6,50.0
8,10,7,88,0.25,10.3,10.6,18.3,68.0
8.7,14,2.7,85,3.3,8,9.1,24.1,53.0
9.6,12.2,7.6,86,14.22,10.3,8.3,16.5,46.0
10.4,16.3,7.9,82,0,10.5,14.3,22.2,54.0
13.2,16.5,9.9,77,0,9.8,7,18.3,58.0
11.3,16,8,86,0,6.6,6.3,18.3,59.0
10.4,16.6,6.9,81,0,8.5,15.6,24.1,73.0
6.8,8.3,4.9,86,0.25,8.9,17.4,25.9,102.0
6.3,12.4,1.9,84,34.54,15.9,13.1,22.2,107.0
3.7,7,0,91,0,7.1,13.1,20.6,72.0
5.8,9.7,3.9,84,0,9.8,11.1,16.5,53.0
4.3,10,0.9,89,13.72,5,9.3,16.5,61.0
6.9,8.1,1.9,92,7.37,9.2,10.2,14.8,54.0
10.3,13.4,2,90,21.59,13,12.6,22.2,33.0
9.9,14.1,6,76,2.54,9.8,15.4,31.7,55.0
5.6,11.8,1,81,2.29,10,11.7,18.3,38.0
7.8,9.4,6,78,0.51,11.4,12.2,33.5,44.0
0.8,3.5,-2.5,76,0,8.4,9.4,25.9,83.0
0.1,3,-2,81,0,7.7,7.6,14.8,73.0
0.3,2.1,-2,76,0,8,9.1,18.3,83.0
5.9,10.6,3,81,0,12.1,10.7,25.9,59.0
3.4,8,-0.5,89,15.49,8,12.6,18.3,50.0
5.9,9,1.8,84,0.25,10.1,11.5,18.3,47.0
3.1,7.7,-2,85,0.51,9.7,10.6,27.8,53.0
0.4,6.5,-3.3,90,0,4.2,3.3,11.1,83.0
-0.3,6.6,-5,88,0,4.5,11.3,20.6,108.0
3.5,5,2,92,0,7.1,10.7,16.5,81.0
